Names	Cluster	RA	DEC.	EW	EW_uperr	EW_lowerr	F_Lya	F_Lya_uperr	F_Lya_lowerr	Slit_corr_LRIS	Slit_corr_MOSFIRE	Beta	Beta_uperr	Beta_lowerr	Z_Lya	Z_Lya_uperr	Z_Lya_lowerr	Flux_upp_5_sig	Spec_z	Spec_z_err	F625W/F606W	EF625W/EF606W	F475W/F435W	EF475W/EF435W	HBeta	HBeta_Err	Halpha	HAlpha_err	OIII5007	OIII5007err	Magn	Beta_Power	Beta_err_Power	Beta_SED	Beta_err_SED	Metal_Calzetti	LAge_Calzetti	Age_err_Calzetti	AV_Calzetti	AV_err_Calzetti	LMass_Calzetti	Mass_err_Calzetti	LSFR_Calzetti	SFR_err_Calzetti	LSSFR_Calzetti	SSFR_err_Calzetti	Metal_SMC	LAge_SMC	Age_err_SMC	AV_SMC	AV_err_SMC	LMass_SMC	Mass_err_SMC	LSFR_SMC	SFR_err_SMC	LSSFR_SMC	SSFR_err_SMC	Rest_EW	Observed_Intrinsic_Lya	f_esc_obs	f_esc_obs_err	f_esc_upp_lim	Halpha_corr	Halpha_corr_err	Intrinsic_Lya_corr	f_esc_corr	f_esc_corr_err	f_esc_upp_corr
2395	M1149	177.39391798	22.41395507	22.998821	1.144421	1.041529	6.359955E-17	2.139385E-18	1.639675E-18	1.347981865	1.4749	-1.59598	0.04721	-0.03905	2.350617721	2.96E-05	-2.96E-05	-1.0000E+00	2.3482E+00	-1.0000E+00	2.2658E-29	8.8434E-32	1.8985E-29	1.1027E-31	2.5819E-17	2.2291E-18	8.3331E-17	4.3102E-18	8.3666E-17	2.8912E-18	2.47	-1.53	0.1391053302	-1.7960403	0.0183106	0.008	8.5	501473000	0.6	0.0495902	9.13	181708000	0.85	1.11307	-8.28	1.11307	0.008	8.9	583916000	0.15	0.00498325	9.14	209428000	0.51	0.133668	-8.63	0.133668	6.8641E+00	7.2498E-16	8.7726E-02	5.2327E-03	-1.0000E+00	1.2499E-16	4.3725E-17	1.0874E-15	7.8842E-02	2.7762E-02	-1.0000E+00
2520	M1149	177.40682089	22.41625532	94.111718	18.727088	13.533862	1.096870697E-17	4.518897827E-19	4.942543457E-19	1.36		2.30466	0.67604	-0.66266	2.42105814	0.0004934152412	-0.000437030099	-1.0000E+00	-1.0000E+00	-1.0000E+00	5.0723E-30	6.9286E-32	2.0241E-30	8.9896E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.8300E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.7510E+01	-8.7000E+00	-1.0000E+00	-1.0009E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5443E-01	-1.0000E+00
2533	M1149	177.41613381	22.41659674	92.104115	15.731142	14.260942	2.084486293E-17	1.207335476E-18	1.482922995E-18	1.37		1.19613	2.29985	-3.18625	3.226754273	0.0002549671308	-0.0002499077695	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.1766E-30	5.3452E-32	1.7851E-30	6.9853E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.0100E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.1791E+01	-8.7000E+00	-1.0000E+00	-1.0021E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5733E-01	-1.0000E+00
2614	M1149	177.41733548	22.41876729	-24.729859	1.532835	1.506445	9.27681E-18	8.23859E-19	1.1516309E-18	1.257509855	1.287	-1.45879	0.08579	-0.0875299999999999	2.598954053	0.0001775630159	-0.0001723391225	-1.0000E+00	2.5937E+00	-1.0000E+00	1.0000E-29	5.9649E-32	7.0876E-30	7.5878E-32	3.2439E-17	2.5498E-18	1.1986E-16	1.0804E-17	1.9232E-16	1.4034E-17	0.24	-2.01	0.1437310056	-1.9486377	0.0290928	0.008	7.1	7997640	0.7	0.0524283	8.83	99076700	1.77	10.9962	-7.06	10.9962	0.004	7.4	71633400	0.2	0.0243854	8.7	222970000	1.38	4.49827	-7.32	4.49827	-6.8714E+00	1.0428E-15	8.8962E-03	1.2411E-03	-1.0000E+00	2.1943E-16	8.6625E-17	1.9091E-15	6.1107E-03	2.5473E-03	-1.0000E+00
2620	M1149	177.41209965	22.41879210	99.574723	34.356751	21.541137	7.366644683E-18	4.717023326E-19	5.588651845E-19	1.79		-0.31247	1.24625	-1.25896	2.490070872	0.0008831423685	-0.0005509438814	-1.0000E+00	-1.0000E+00	-1.0000E+00	6.8577E-31	4.9531E-32	7.2155E-31	6.6543E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.1800E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.8531E+01	-8.7000E+00	-1.0000E+00	-1.0024E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.6250E-01	-1.0000E+00
2698	M0717	109.36434445	37.77199067	47.533124	19.858450	10.738273	2.395022818E-18	2.179890015E-19	2.291106715E-19	1.17		-1.02695	3.8651	-2.60022	3.296580569	6.52594865E-04	0.001413944574	-1.0000E+00	2.2748E+00	6.7758E-05	2.5369E-30	6.8541E-32	1.2915E-30	7.9416E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.9411E-18	1.4197E-18	1.3600E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.1063E+01	-8.7000E+00	-1.0000E+00	-1.0043E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.6003E-01	-1.0000E+00
2761	M1149	177.41165631	22.42309318	270.376814	43.588120	32.315330	2.471602E-17	5.29813E-19	5.79483E-19	1.24641791		1.68945	2.18035	-4.01381	3.309503911	3.63585513E-04	3.63585513E-04	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.2879E-30	4.8243E-32	5.7997E-31	6.2848E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.1000E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	6.2740E+01	-8.7000E+00	-1.0000E+00	-1.0003E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5267E-01	-1.0000E+00
2821	M0717	109.38877738	37.77058306	14.513189	1.373022	1.267405	3.925920E-18	1.991244E-19	1.991244E-19	1.147988506	1.22	-2.93244	0.20335	-0.20957	2.210556148	0.0003570181506	-0.0003717437714	-1.0000E+00	2.2069E+00	1.2509E-05	1.7092E-30	6.0315E-32	1.6393E-30	7.0154E-32	4.9010E-18	8.7516E-19	2.1270E-17	1.6112E-18	3.9928E-17	1.2090E-18	1.0040E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.5205E+00	1.8505E-16	2.1215E-02	1.9340E-03	-1.0000E+00	3.1903E-17	1.1223E-17	2.7755E-16	1.6238E-02	5.7899E-03	-1.0000E+00
2889	M0717	109.38292696	37.77756775	-4.089026	2.213096	2.127297	7.346156558E-18	6.237581152E-19	5.140228814E-19	1.14	1.54	-0.48859	0.11382	-0.11267	2.39192572	3.18417005E-04	3.34827708E-04	-1.0000E+00	2.3878E+00	5.3533E-05	3.3266E-30	3.0641E-31	3.3864E-30	5.5438E-31	4.0101E-18	1.2282E-18	1.3600E-17	1.7491E-18	1.6128E-17	1.7684E-18	7.6300E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.2055E+00	1.1832E-16	6.2089E-02	9.3213E-03	-1.0000E+00	2.0397E-17	7.3133E-18	1.7746E-16	4.7192E-02	1.7426E-02	-1.0000E+00
10004	M0717	109.40294696	37.76013459	114.514969	7.159165	6.348693	3.359776459E-17	3.107599529E-19	3.234442069E-19	3.65		0.90115	0.13646	-0.13646	1.691953135	0.0003100689229	-0.0003262259727	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.1672E-29	1.2649E-31	6.8548E-30	1.4775E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.2250E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.2540E+01	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5294E-01	-1.0000E+00
10012	M0717	109.41489154	37.74580278	14.191212	3.811835	3.090677	2.632039715E-18	4.175522737E-19	4.345949502E-19	1.41	4.32900	-2.10971	0.53649	-0.54733	2.359517525	8.56762115E-04	8.56762115E-04	-1.0000E+00	2.3571E+00	1.7065E-05	5.5842E-30	1.3432E-31	4.2918E-30	1.6240E-31	1.4050E-17	5.3339E-18	7.8767E-17	8.2217E-18	2.8119E-17	1.3800E-18	1.61	-1.46	0.1570307145	-1.4831365	0.0702951	0.008	8.3	171111000	1	0.10032	9.06	173786000	1.18	5.52604	-7.88	5.52604	0.008	8.9	491599000	0.25	0.0235245	9.05	183464000	0.57	0.380501	-8.48	0.380501	4.2242E+00	6.8527E-16	3.8409E-03	7.3980E-04	-1.0000E+00	1.1814E-16	4.1942E-17	1.0278E-15	3.6107E-03	1.5240E-03	-1.0000E+00
10013	M0717	109.41150113	37.74792756	-111.189187	0.113815	0.108236	-1.00E-17	-1.00E-17	-1.00E-17	2.537120329	2.61097	0.82083	0.08139	-0.08139	2.2326E+00	6.67E-04	-6.67E-04	1.3352E-18	2.2326E+00	1.2695E-05	1.9882E-29	1.6534E-31	1.2310E-29	1.9342E-31	2.9268E-17	2.8916E-18	1.6590E-16	4.1415E-18	4.1152E-17	1.5654E-18	1.89	-1.38	0.1417942452	-1.1134639	0.0449225	0.008	8.3	476799000	1.2	0.0710009	9.66	531255000	1.52	9.6306	-8.14	9.6306	0.008	9	449650000	0.3	0.0213898	9.64	658028000	0.85	0.749144	-8.8	0.749144	-3.4397E+01	1.4433E-15	-1.0000E+00	-1.0003E+00	9.2509E-04	2.4883E-16	8.6725E-17	2.1648E-15	-1.0000E+00	-2.5609E+00	6.1678E-04
10030	M0717	109.41316071	37.73879901	59.602443	2.191091	2.063454	4.070988068E-17	4.298909698E-19	4.385753394E-19	2.43	4.8544	-1.40933	0.12311	-0.12312	2.084694893	0.0001347106368	-0.000133377927	-1.0000E+00	2.0818E+00	6.0996E-05	4.7216E-30	1.0805E-31	5.0452E-30	1.3718E-31	1.9833E-17	8.0948E-18	1.0655E-16	1.2113E-17	2.2804E-17	5.9595E-18	2.01	-1.78	0.1509818804	-1.9719703	0.0502732	0.008	8.3	609904000	0.5	0.0706799	8.78	57123400	0.62	0.920616	-8.16	0.920616	0.008	9.4	996772000	0.1	0.0232312	8.72	90883500	0.22	0.323054	-8.51	0.323054	1.9322E+01	9.2699E-16	4.3916E-02	5.0145E-03	-1.0000E+00	1.5981E-16	5.6939E-17	1.3903E-15	7.1151E-02	2.5418E-02	-1.0000E+00
10038	M0717	109.38105279	37.75039187	9.905959	0.761032	0.783208	1.818505E-17	3.77012E-18	7.09505E-19	1.819078947		-1.08036	0.0193300000000001	-0.0197100000000001	1.858229629	0.0002898067978	-0.0003017518265	-1.0000E+00	1.8560E+00	1.0000E-04	2.1821E-29	1.5750E-31	1.7117E-29	1.8799E-31	-1.0000E+00	-1.0	-1.0	-1.0	-1	-1	2.218	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.4658E+00	-8.7000E+00	-1.0000E+00	-1.0076E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.8481E-01	-1.0000E+00
30003	A1689	197.8764325	-1.33085255555556	39.001039	0.882671	0.856453	5.719230529E-17	6.160279098E-19	6.222504562E-19	1.38		-2.19706	0.04749	-0.04796	1.837164538	9.60E-05	-9.79E-05	-1.0000E+00	1.8341E+00	4.7507E-05	7.5067E-30	2.7917E-31	7.6541E-30	2.6287E-31	-9.9000E+01	nan	-9.9000E+01	-99	-1	-1	2.9600E+00	-2.0700E+00	1.7427E-01	-2.0773E+00	2.2732E-02	4.0000E-03	8.0000E+00	7.4577E+08	5.0000E-01	5.1829E-02	7.9400E+00	1.6122E+07	4.0000E-02	1.8127E-01	-7.8900E+00	1.8127E-01	4.0000E-03	9.3000E+00	7.8304E+08	1.0000E-01	2.3023E-02	7.9100E+00	2.1302E+07	-3.5000E-01	9.6866E-02	-8.2700E+00	9.6866E-02	1.3746E+01	-8.6130E+02	-1.0000E+00	-1.0001E+00	-1.0000E+00	-1.4849E+02	-1.1168E+02	-1.2918E+03	-1.0000E+00	-7.5230E-01	-1.0000E+00
40000	A1689	197.863348041667	-1.347704975	126.182827	2.633548	2.605207	1.465124E-16	6.45881E-19	2.900798E-18	3.707317073		-1.2551	0.0262600000000002	-0.0265199999999999	1.836693099	2.22346525E-05	2.22346525E-05	-1.0000E+00	-1.0000E+00	-1.0000E+00	7.2778E-30	3.5682E-31	7.6120E-30	3.1789E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0	-1	-1	3.53	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.4482E+01	-8.7000E+00	-1.0000E+00	-1.0001E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5348E-01	-1.0000E+00
40007	A1689	197.8710605	-1.34683336111111	-126.151750	1.375898	1.244860	-1.00E-17	-1.00E-17	-1.00E-17	1.16		-2.32953	0.34247	-0.33907	2.64	6.67E-04	-6.67E-04	2.8255E-18	-1.0000E+00	-1.0000E+00	5.5802E-30	2.1212E-31	3.4437E-30	1.4398E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.3500E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-3.4657E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.3825E+00	-1.0000E+00
40011	A1689	197.865112083333	-1.35989819444444	325.096371	8.780325	8.189342	2.971214063E-16	5.79514643E-19	5.853098856E-19	1.17	1.56006	-2.7549	0.21878	-0.21661	2.593773968	1.56703711E-05	1.56703711E-05	-1.0000E+00	2.5918E+00	9.4039E-06	5.6098E-30	2.1534E-31	5.6275E-30	1.9838E-31	5.3775E-17	1.4967E-18	2.0727E-16	7.0484E-18	2.8377E-16	1.4167E-17	3.2600E+00	-2.0000E+00	2.7787E-01	-2.1887E+00	1.0131E-01	4.0000E-03	8.0000E+00	2.4427E+07	4.0000E-01	6.1581E-02	7.8000E+00	1.3022E+07	-8.0000E-02	3.3029E-01	-7.8800E+00	3.3029E-01	8.0000E-03	8.0000E+00	9.2326E+08	1.0000E-01	1.1138E-02	7.5800E+00	1.6931E+07	-3.1000E-01	5.4588E-02	-7.8900E+00	5.4588E-02	9.0461E+01	1.8032E-15	1.6477E-01	5.6125E-03	-1.0000E+00	3.1088E-16	1.0846E-16	2.7046E-15	1.2853E-01	4.4843E-02	-1.0000E+00
830	A1689	197.854060291667	-1.34489708055556	180.861252	2.296683	2.273944	9.730575E-17	2.55054E-19	2.60207E-19	1.233299075		-2.47926	0.0990600000000002	-0.0990699999999998	2.665764179	2.16094828E-05	2.16094828E-05	-1.0000E+00	-1.0000E+00	-1.0000E+00	6.1367E-30	2.1633E-31	4.4941E-30	1.6392E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.8700E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.9338E+01	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5215E-01	-1.0000E+00
